stock_locate,tracking_number,timestamp,mpid,primary_market_maker,market_maker_mode,market_participant_state
6179,0,0 days 03:07:17.190147673,MAXM,1,N,A
8178,0,0 days 03:07:17.190159473,RAJA,1,N,A
445,0,0 days 03:07:17.190171276,RHCO,1,N,A
1672,0,0 days 03:07:17.190183008,SOHO,1,N,A
5700,0,0 days 03:07:17.190194579,SOHO,1,N,A
5131,0,0 days 03:07:17.190205843,ROTH,1,N,A
2108,0,0 days 03:07:17.190217897,SSUS,1,N,A
3178,0,0 days 03:07:17.190229941,WSEA,1,N,A
4922,0,0 days 03:07:17.190241205,XGWD,1,N,A
5818,0,0 days 03:07:17.190252476,ADAM,1,N,A
1632,0,0 days 03:07:17.190264158,BCMX,1,N,A
5214,0,0 days 03:07:17.190276349,CANT,1,N,A
8366,0,0 days 03:07:17.190288650,CDRG,1,N,A
8345,0,0 days 03:07:17.190300940,COWN,1,N,A
5436,0,0 days 03:07:17.190312709,GTSM,1,N,A
5385,0,0 days 03:07:17.190324228,VALX,1,N,A
6531,0,0 days 03:07:17.190335440,VALX,1,N,A
5517,0,0 days 03:07:17.190346729,TSSM,1,N,A
446,0,0 days 03:07:17.190357982,XGWD,1,N,A
8245,0,0 days 03:07:17.190370060,XGWD,1,N,A
950,0,0 days 03:07:17.190381579,LEHM,1,N,A
8438,0,0 days 03:07:17.190393587,MZHO,1,N,A
3284,0,0 days 03:07:17.190405621,PIPR,1,N,A
2528,0,0 days 03:07:17.190417125,RBCM,1,N,A
3501,0,0 days 03:07:17.190428131,SBSH,1,N,A
1470,0,0 days 03:07:17.190439604,SPHN,1,N,A
3722,0,0 days 03:07:17.190451681,CANT,1,N,A
8410,0,0 days 03:07:17.190463199,CSTI,1,N,A
5453,0,0 days 03:07:17.190475353,CTDL,1,N,A
7278,0,0 days 03:07:17.190487169,KEYB,1,N,A
6380,0,0 days 03:07:17.190498916,MAXM,1,N,A
1140,0,0 days 03:07:17.190510355,SOHO,1,N,A
547,0,0 days 03:07:17.190522647,SSUS,1,N,A
4773,0,0 days 03:07:17.190534220,SUFI,1,N,A
2458,0,0 days 03:07:17.190545739,WCHV,1,N,A
8028,0,0 days 03:07:17.190557546,XGWD,1,N,A
818,0,0 days 03:07:17.190568920,CANT,1,N,A
670,0,0 days 03:07:17.190580346,CTDL,1,N,A
4416,0,0 days 03:07:17.190591394,FLTG,1,N,A
7676,0,0 days 03:07:17.190603646,INTL,1,N,A
5921,0,0 days 03:07:17.190615435,JEFF,1,N,A
90,0,0 days 03:07:17.190627255,KING,1,N,A
2292,0,0 days 03:07:17.190638032,RBCM,1,N,A
6083,0,0 days 03:07:17.190650132,SOHO,1,N,A
622,0,0 days 03:07:17.190662647,WABR,1,N,A
1684,0,0 days 03:07:17.190674224,XGWD,1,N,A
5293,0,0 days 03:07:17.190686523,MLCO,1,N,A
7130,0,0 days 03:07:17.190698374,MLCO,1,N,A
1626,0,0 days 03:07:17.190709866,NITE,1,N,A
3709,0,0 days 03:07:17.190722511,NITE,1,N,A
8292,0,0 days 03:07:17.190734048,MSCO,1,N,A
2886,0,0 days 03:07:17.190745896,NEED,1,N,A
4696,0,0 days 03:07:17.190756918,ADAM,1,N,A
4866,0,0 days 03:07:17.190768724,BARD,1,N,A
769,0,0 days 03:07:17.190780504,CANT,1,N,A
341,0,0 days 03:07:17.190792041,CDRG,1,N,A
3729,0,0 days 03:07:17.190803085,CDRG,1,N,A
4823,0,0 days 03:07:17.190814362,ETMM,1,N,A
1770,0,0 days 03:07:17.190826513,SSUS,1,N,A
2099,0,0 days 03:07:17.190838054,SUFI,1,N,A
7522,0,0 days 03:07:17.190850804,ETMM,1,N,A
4887,0,0 days 03:07:17.190862576,JPMS,1,N,A
780,0,0 days 03:07:17.190874632,KEYB,1,N,A
5471,0,0 days 03:07:17.190885954,NITE,1,N,A
7931,0,0 days 03:07:17.190898040,PUMA,1,N,A
5855,0,0 days 03:07:17.190909572,SOHO,1,N,A
4268,0,0 days 03:07:17.190921143,CDRG,1,N,A
5567,0,0 days 03:07:17.190932630,CANT,1,N,A
5212,0,0 days 03:07:17.190944454,COWN,1,N,A
8211,0,0 days 03:07:17.190955521,CTDL,1,N,A
2645,0,0 days 03:07:17.190967825,DADA,1,N,A
3531,0,0 days 03:07:17.190980136,ETMM,1,N,A
325,0,0 days 03:07:17.190992673,VALX,1,N,A
1581,0,0 days 03:07:17.191004205,VERT,1,N,A
5424,0,0 days 03:07:17.191015951,SOHO,1,N,A
8733,0,0 days 03:07:17.191027713,KEYB,1,N,A
1530,0,0 days 03:07:17.191039658,JEFF,1,N,A
2360,0,0 days 03:07:17.191050930,MAXM,1,N,A
5849,0,0 days 03:07:17.191062739,RBCM,1,N,A
6607,0,0 days 03:07:17.191074697,STXG,1,N,A
4726,0,0 days 03:07:17.191086685,STFL,1,N,A
1380,0,0 days 03:07:17.191097854,ADAM,1,N,A
1575,0,0 days 03:07:17.191109428,BMOC,1,N,A
541,0,0 days 03:07:17.191120963,CDRG,1,N,A
4525,0,0 days 03:07:17.191132860,CTDL,1,N,A
1909,0,0 days 03:07:17.191144598,CSTI,1,N,A
4856,0,0 days 03:07:17.191156187,GSCO,1,N,A
8784,0,0 days 03:07:17.191168181,WCHV,1,N,A
588,0,0 days 03:07:17.191179957,WBLR,1,N,A
3817,0,0 days 03:07:17.191191750,WSEA,1,N,A
6707,0,0 days 03:07:17.191203838,XGWD,1,N,A
5265,0,0 days 03:07:17.191215053,KBWI,1,N,A
5885,0,0 days 03:07:17.191228116,LEER,1,N,A
7688,0,0 days 03:07:17.191240138,LEHM,1,N,A
2202,0,0 days 03:07:17.191251881,RHCO,1,N,A
1531,0,0 days 03:07:17.191263387,SOHO,1,N,A
5807,0,0 days 03:07:17.191275328,SOHO,1,N,A
919,0,0 days 03:07:17.191287310,WSEA,1,N,A
5978,0,0 days 03:07:17.191299375,CTDL,1,N,A
8819,0,0 days 03:07:17.191310725,NITE,1,N,A
5456,0,0 days 03:07:17.191322331,RBCM,1,N,A
7309,0,0 days 03:07:17.191334117,SSUS,1,N,A
6495,0,0 days 03:07:17.191345851,SUFI,1,N,A
7043,0,0 days 03:07:17.191358476,UBSS,1,N,A
8714,0,0 days 03:07:17.191370290,ETMM,1,N,A
3166,0,0 days 03:07:17.191382077,GTSM,1,N,A
8454,0,0 days 03:07:17.191394350,IMCC,1,N,A
1552,0,0 days 03:07:17.191405854,MLCO,1,N,A
8016,0,0 days 03:07:17.191418160,MLCO,1,N,A
6931,0,0 days 03:07:17.191429700,MLCO,1,N,A
7828,0,0 days 03:07:17.191440951,VALX,1,N,A
2311,0,0 days 03:07:17.191452749,WCHV,1,N,A
7440,0,0 days 03:07:17.191463756,WCHV,1,N,A
5469,0,0 days 03:07:17.191475039,MZHO,1,N,A
2217,0,0 days 03:07:17.191486364,NITE,1,N,A
1343,0,0 days 03:07:17.191498531,NITE,1,N,A
8737,0,0 days 03:07:17.191510400,SGAS,1,N,A
6641,0,0 days 03:07:17.191521953,SOHO,1,N,A
5356,0,0 days 03:07:17.191533838,STFL,1,N,A
6081,0,0 days 03:07:17.191546204,BMOC,1,N,A
2629,0,0 days 03:07:17.191557555,CDRG,1,N,A
5559,0,0 days 03:07:17.191569263,CANT,1,N,A
6677,0,0 days 03:07:17.191581203,CANT,1,N,A
8041,0,0 days 03:07:17.191592363,COWN,1,N,A
4661,0,0 days 03:07:17.191604448,CTDL,1,N,A
37,0,0 days 03:07:17.191617082,WBLR,1,N,A
5692,0,0 days 03:07:17.191629283,WSEA,1,N,A
3155,0,0 days 03:07:17.191641154,RBCM,1,N,A
1371,0,0 days 03:07:17.191652505,SSUS,1,N,A
5178,0,0 days 03:07:17.191664029,STFL,1,N,A
4650,0,0 days 03:07:17.191675994,SSUS,1,N,A
1967,0,0 days 03:07:17.191688038,VALX,1,N,A
5859,0,0 days 03:07:17.191700385,WABR,1,N,A
4124,0,0 days 03:07:17.191711942,ETMM,1,N,A
1332,0,0 days 03:07:17.191723473,IMCC,1,N,A
5828,0,0 days 03:07:17.191734916,GTSM,1,N,A
2914,0,0 days 03:07:17.191746201,JEFF,1,N,A
6787,0,0 days 03:07:17.191757902,NITE,1,N,A
1280,0,0 days 03:07:17.191769637,NITE,1,N,A
2323,0,0 days 03:07:17.191781125,BKCM,1,N,A
3620,0,0 days 03:07:17.191793284,CDRG,1,N,A
2337,0,0 days 03:07:17.191804807,COWN,1,N,A
7872,0,0 days 03:07:17.191816101,CSTI,1,N,A
6995,0,0 days 03:07:17.191827646,ETMM,1,N,A
5169,0,0 days 03:07:17.191839436,ETMM,1,N,A
792,0,0 days 03:07:17.191851211,WABR,1,N,A
7192,0,0 days 03:07:17.191862766,WABR,1,N,A
103,0,0 days 03:07:17.191874231,VALX,1,N,A
7850,0,0 days 03:07:17.191886060,WCHV,1,N,A
7660,0,0 days 03:07:17.191897402,JSSF,1,N,A
3346,0,0 days 03:07:17.191908984,SOHO,1,N,A
5366,0,0 days 03:07:17.191921424,SOHO,1,N,A
8862,0,0 days 03:07:17.191933031,SSUS,1,N,A
7693,0,0 days 03:07:17.191945399,STFL,1,N,A
3043,0,0 days 03:07:17.191956969,UBSS,1,N,A
6121,0,0 days 03:07:17.191968861,CTDL,1,N,A
3238,0,0 days 03:07:17.191981740,JEFF,1,N,A
6777,0,0 days 03:07:17.191993622,GTSM,1,N,A
7919,0,0 days 03:07:17.192005385,MLCO,1,N,A
7727,0,0 days 03:07:17.192017019,SSUS,1,N,A
4280,0,0 days 03:07:17.192028582,SUFI,1,N,A
1056,0,0 days 03:07:17.192039951,SUFI,1,N,A
3636,0,0 days 03:07:17.192052171,WCHV,1,N,A
8320,0,0 days 03:07:17.192063683,COWN,1,N,A
7571,0,0 days 03:07:17.192075379,CSTI,1,N,A
413,0,0 days 03:07:17.192086864,CSTI,1,N,A
7835,0,0 days 03:07:17.192098670,CTDL,1,N,A
6701,0,0 days 03:07:17.192110920,ETMM,1,N,A
6592,0,0 days 03:07:17.192122453,GTSM,1,N,A
3433,0,0 days 03:07:17.192133471,XGWD,1,N,A
3314,0,0 days 03:07:17.192144452,CTDL,1,N,A
5491,0,0 days 03:07:17.192155990,LEHM,1,N,A
6181,0,0 days 03:07:17.192168267,RBCM,1,N,A
5228,0,0 days 03:07:17.192180212,UBSS,1,N,A
575,0,0 days 03:07:17.192191727,UBSS,1,N,A
4218,0,0 days 03:07:17.192203269,VALX,1,N,A
8401,0,0 days 03:07:17.192215034,BMOC,1,N,A
2970,0,0 days 03:07:17.192226282,CTDL,1,N,A
7679,0,0 days 03:07:17.192237820,DADA,1,N,A
4006,0,0 days 03:07:17.192249791,CTDL,1,N,A
2302,0,0 days 03:07:17.192260562,MAXM,1,N,A
8277,0,0 days 03:07:17.192272267,RAJA,1,N,A
4636,0,0 days 03:07:17.192284292,PIPR,1,N,A
2983,0,0 days 03:07:17.192296513,TSSM,1,N,A
7067,0,0 days 03:07:17.192307768,VALX,1,N,A
4774,0,0 days 03:07:17.192319710,WABR,1,N,A
7702,0,0 days 03:07:17.192331650,BKCM,1,N,A
8003,0,0 days 03:07:17.192343456,CDRG,1,N,A
961,0,0 days 03:07:17.192356021,CDRG,1,N,A
8706,0,0 days 03:07:17.192367842,CDRG,1,N,A
8629,0,0 days 03:07:17.192379678,COWN,1,N,A
4273,0,0 days 03:07:17.192391500,CTDL,1,N,A
5522,0,0 days 03:07:17.192403300,RBCM,1,N,A
5518,0,0 days 03:07:17.192415239,SOHO,1,N,A
6736,0,0 days 03:07:17.192427284,SUFI,1,N,A
8066,0,0 days 03:07:17.192439250,CTDL,1,N,A
503,0,0 days 03:07:17.192451117,LEHM,1,N,A
119,0,0 days 03:07:17.192462318,MAXM,1,N,A
1057,0,0 days 03:07:17.192474397,LEHM,1,N,A
7926,0,0 days 03:07:17.192486786,NITE,1,N,A
1811,0,0 days 03:07:17.192498565,RAJA,1,N,A
399,0,0 days 03:07:17.192510106,CANT,1,N,A
3388,0,0 days 03:07:17.192522120,CDRG,1,N,A
2631,0,0 days 03:07:17.192534178,COWN,1,N,A
5388,0,0 days 03:07:17.192546523,GSCO,1,N,A
1699,0,0 days 03:07:17.192558734,GSCO,1,N,A
4890,0,0 days 03:07:17.192569916,ADAM,1,N,A
1581,0,0 days 03:07:17.192581630,STXG,1,N,A
8690,0,0 days 03:07:17.192593547,VALX,1,N,A
6594,0,0 days 03:07:17.192605246,MAXM,1,N,A
6783,0,0 days 03:07:17.192617249,MLCO,1,N,A
3533,0,0 days 03:07:17.192629313,MAXM,1,N,A
6268,0,0 days 03:07:17.192641242,RAJA,1,N,A
560,0,0 days 03:07:17.192653013,RAJA,1,N,A
482,0,0 days 03:07:17.192664565,SSUS,1,N,A
7960,0,0 days 03:07:17.192677324,CDRG,1,N,A
925,0,0 days 03:07:17.192689315,COWN,1,N,A
2488,0,0 days 03:07:17.192700628,CTDL,1,N,A
1620,0,0 days 03:07:17.192712713,GTSM,1,N,A
2503,0,0 days 03:07:17.192724681,GTSM,1,N,A
8703,0,0 days 03:07:17.192737225,GTSM,1,N,A
6283,0,0 days 03:07:17.192748218,SGAS,1,N,A
4743,0,0 days 03:07:17.192760275,WBLR,1,N,A
7350,0,0 days 03:07:17.192772332,INTL,1,N,A
7811,0,0 days 03:07:17.192784718,LEHM,1,N,A
350,0,0 days 03:07:17.192796666,LEHM,1,N,A
260,0,0 days 03:07:17.192807696,NITE,1,N,A
6869,0,0 days 03:07:17.192819231,NITE,1,N,A
7927,0,0 days 03:07:17.192830746,NITE,1,N,A
4222,0,0 days 03:07:17.192843087,CDRG,1,N,A
389,0,0 days 03:07:17.192854573,CSTI,1,N,A
1512,0,0 days 03:07:17.192866671,CSTI,1,N,A
1139,0,0 days 03:07:17.192878280,CSTI,1,N,A
6901,0,0 days 03:07:17.192890106,ETMM,1,N,A
253,0,0 days 03:07:17.192901111,KEYB,1,N,A
3571,0,0 days 03:07:17.192913220,STXG,1,N,A
7473,0,0 days 03:07:17.192925327,STFL,1,N,A
8866,0,0 days 03:07:17.192937206,SUFI,1,N,A
1071,0,0 days 03:07:17.192948683,SUFI,1,N,A
4981,0,0 days 03:07:17.192960952,JSSF,1,N,A
702,0,0 days 03:07:17.192972154,MAXM,1,N,A
3784,0,0 days 03:07:17.192983841,MZHO,1,N,A
1524,0,0 days 03:07:17.192995064,NITE,1,N,A
303,0,0 days 03:07:17.193007232,RBCM,1,N,A
2956,0,0 days 03:07:17.193019245,SSUS,1,N,A
8555,0,0 days 03:07:17.193031276,BKCM,1,N,A
8192,0,0 days 03:07:17.193043023,CANT,1,N,A
5983,0,0 days 03:07:17.193055194,CSTI,1,N,A
4864,0,0 days 03:07:17.193066521,GTSM,1,N,A
249,0,0 days 03:07:17.193077989,KEYB,1,N,A
1908,0,0 days 03:07:17.193088888,MAXM,1,N,A
1445,0,0 days 03:07:17.193100650,SSUS,1,N,A
2592,0,0 days 03:07:17.193112834,TSSM,1,N,A
6235,0,0 days 03:07:17.193124572,UBSS,1,N,A
4121,0,0 days 03:07:17.193136251,WCHV,1,N,A
5381,0,0 days 03:07:17.193147305,MSCO,1,N,A
3807,0,0 days 03:07:17.193158975,MZHO,1,N,A
5124,0,0 days 03:07:17.193170442,RBCM,1,N,A
5395,0,0 days 03:07:17.193181612,SGAS,1,N,A
4943,0,0 days 03:07:17.193193570,SOHO,1,N,A
8476,0,0 days 03:07:17.193205,SOHO,1,N,A
4114,0,0 days 03:07:17.193216203,KEYB,1,N,A
536,0,0 days 03:07:17.193228002,SOHO,1,N,A
3352,0,0 days 03:07:17.193240320,SSUS,1,N,A
4203,0,0 days 03:07:17.193251867,UBSS,1,N,A
3361,0,0 days 03:07:17.193263367,UBSS,1,N,A
6520,0,0 days 03:07:17.193274512,WEDB,1,N,A
102,0,0 days 03:07:17.193286279,WCHV,1,N,A
4579,0,0 days 03:07:17.193298847,XGWD,1,N,A
8146,0,0 days 03:07:17.193310567,CSTI,1,N,A
553,0,0 days 03:07:17.193322180,GSCO,1,N,A
5818,0,0 days 03:07:17.193334400,LEHM,1,N,A
3165,0,0 days 03:07:17.193346201,JSSF,1,N,A
6332,0,0 days 03:07:17.193357993,MLCO,1,N,A
7359,0,0 days 03:07:17.193369829,MAXM,1,N,A
8269,0,0 days 03:07:17.193380888,SOHO,1,N,A
4904,0,0 days 03:07:17.193392438,SSUS,1,N,A
8205,0,0 days 03:07:17.193404488,SUFI,1,N,A
1079,0,0 days 03:07:17.193415720,UBSS,1,N,A
66,0,0 days 03:07:17.193427821,GTSM,1,N,A
599,0,0 days 03:07:17.193439388,RBCM,1,N,A
7625,0,0 days 03:07:17.193450850,PIPR,1,N,A
8128,0,0 days 03:07:17.193462862,SGAS,1,N,A
6851,0,0 days 03:07:17.193474907,SSUS,1,N,A
8613,0,0 days 03:07:17.193487966,SSUS,1,N,A
6016,0,0 days 03:07:17.193499766,TSSM,1,N,A
5399,0,0 days 03:07:17.193511774,TSSM,1,N,A
3223,0,0 days 03:07:17.193523060,VALX,1,N,A
2699,0,0 days 03:07:17.193535360,TSSM,1,N,A
6045,0,0 days 03:07:17.193546405,COWN,1,N,A
2576,0,0 days 03:07:17.193558143,COWN,1,N,A
4422,0,0 days 03:07:17.193569674,COWN,1,N,A
4071,0,0 days 03:07:17.193580680,CTDL,1,N,A
4040,0,0 days 03:07:17.193591766,FLTU,1,N,A
6384,0,0 days 03:07:17.193603785,ETMM,1,N,A
7622,0,0 days 03:07:17.193615648,VALX,1,N,A
4160,0,0 days 03:07:17.193627430,WABR,1,N,A
8099,0,0 days 03:07:17.193639447,WABR,1,N,A
362,0,0 days 03:07:17.193650733,WEDB,1,N,A
5195,0,0 days 03:07:17.193661828,XGWD,1,N,A
7907,0,0 days 03:07:17.193674366,GTSM,1,N,A
4315,0,0 days 03:07:17.193686114,MLCO,1,N,A
1960,0,0 days 03:07:17.193698372,MLCO,1,N,A
3471,0,0 days 03:07:17.193710239,PIPR,1,N,A
1181,0,0 days 03:07:17.193722484,RBCM,1,N,A
7454,0,0 days 03:07:17.193735064,UBSS,1,N,A
1858,0,0 days 03:07:17.193746542,ADAM,1,N,A
1112,0,0 days 03:07:17.193758695,COWN,1,N,A
2201,0,0 days 03:07:17.193770318,INTL,1,N,A
6962,0,0 days 03:07:17.193782132,KEYB,1,N,A
4493,0,0 days 03:07:17.193793971,LEHM,1,N,A
3414,0,0 days 03:07:17.193806401,PIPR,1,N,A
4581,0,0 days 03:07:17.193817901,SSUS,1,N,A
4695,0,0 days 03:07:17.193830115,STFL,1,N,A
2685,0,0 days 03:07:17.193842051,ROTH,1,N,A
8178,0,0 days 03:07:17.193853986,TSSM,1,N,A
592,0,0 days 03:07:17.193866032,TSSM,1,N,A
8464,0,0 days 03:07:17.193878080,WCHV,1,N,A
5101,0,0 days 03:07:17.193889861,BKCM,1,N,A
6971,0,0 days 03:07:17.193902325,BNKS,1,N,A
4001,0,0 days 03:07:17.193913563,COWN,1,N,A
2750,0,0 days 03:07:17.193925094,LEHM,1,N,A
8846,0,0 days 03:07:17.193936106,NITE,1,N,A
7058,0,0 days 03:07:17.193947894,RBCD,1,N,A
4217,0,0 days 03:07:17.193959960,RBCD,1,N,A
3474,0,0 days 03:07:17.193971494,SSUS,1,N,A
5827,0,0 days 03:07:17.193983287,UBSS,1,N,A
2922,0,0 days 03:07:17.193995505,VALX,1,N,A
7533,0,0 days 03:07:17.194007114,VNDM,1,N,A
5019,0,0 days 03:07:17.194018902,BARD,1,N,A
5372,0,0 days 03:07:17.194030430,CANT,1,N,A
8168,0,0 days 03:07:17.194042005,CTDL,1,N,A
6894,0,0 days 03:07:17.194054006,MAXM,1,N,A
7694,0,0 days 03:07:17.194065329,NITE,1,N,A
2485,0,0 days 03:07:17.194076545,NITE,1,N,A
4138,0,0 days 03:07:17.194088713,SOHO,1,N,A
6641,0,0 days 03:07:17.194100784,WEDB,1,N,A
8873,0,0 days 03:07:17.194112479,WSEA,1,N,A
7672,0,0 days 03:07:17.194123772,WEDB,1,N,A
619,0,0 days 03:07:17.194135328,COWN,1,N,A
2129,0,0 days 03:07:17.194146985,CSTI,1,N,A
1025,0,0 days 03:07:17.194158530,CTDL,1,N,A
8689,0,0 days 03:07:17.194170338,CTDL,1,N,A
5163,0,0 days 03:07:17.194182819,ETMM,1,N,A
3127,0,0 days 03:07:17.194195093,NITE,1,N,A
7591,0,0 days 03:07:17.194207174,LEHM,1,N,A
7615,0,0 days 03:07:17.194218168,STFL,1,N,A
1195,0,0 days 03:07:17.194230468,UBSS,1,N,A
686,0,0 days 03:07:17.194243281,WBLR,1,N,A
3926,0,0 days 03:07:17.194254599,CTDL,1,N,A
8552,0,0 days 03:07:17.194266378,ETMM,1,N,A
3961,0,0 days 03:07:17.194277802,GTSM,1,N,A
7163,0,0 days 03:07:17.194289819,GTSM,1,N,A
3373,0,0 days 03:07:17.194301790,NITE,1,N,A
524,0,0 days 03:07:17.194313016,CANT,1,N,A
7874,0,0 days 03:07:17.194324448,AGIS,1,N,A
2523,0,0 days 03:07:17.194335949,CTDL,1,N,A
8473,0,0 days 03:07:17.194348339,CTDL,1,N,A
1339,0,0 days 03:07:17.194360556,GTSM,1,N,A
2478,0,0 days 03:07:17.194372563,LEER,1,N,A
8497,0,0 days 03:07:17.194384065,XGWD,1,N,A
7411,0,0 days 03:07:17.194395099,MSCO,1,N,A
8843,0,0 days 03:07:17.194406368,NITE,1,N,A
649,0,0 days 03:07:17.194420447,NITE,1,N,A
2562,0,0 days 03:07:17.194433248,NORT,1,N,A
2762,0,0 days 03:07:17.194445339,STFL,1,N,A
5998,0,0 days 03:07:17.194457341,WCHV,1,N,A
1333,0,0 days 03:07:17.194468950,COWN,1,N,A
716,0,0 days 03:07:17.194480741,COWN,1,N,A
2831,0,0 days 03:07:17.194492590,IMCC,1,N,A
7604,0,0 days 03:07:17.194504128,GTSM,1,N,A
8749,0,0 days 03:07:17.194515731,JSSF,1,N,A
8306,0,0 days 03:07:17.194527655,MLCO,1,N,A
7069,0,0 days 03:07:17.194538749,TSSM,1,N,A
1212,0,0 days 03:07:17.194550644,WCHV,1,N,A
8603,0,0 days 03:07:17.194562747,WSEA,1,N,A
6807,0,0 days 03:07:17.194574537,NITE,1,N,A
2714,0,0 days 03:07:17.194585886,MLCO,1,N,A
2769,0,0 days 03:07:17.194597377,NITE,1,N,A
6693,0,0 days 03:07:17.194608437,RBCM,1,N,A
2724,0,0 days 03:07:17.194620907,STFL,1,N,A
7581,0,0 days 03:07:17.194632465,STXG,1,N,A
3724,0,0 days 03:07:17.194644534,CANT,1,N,A
5481,0,0 days 03:07:17.194656557,CSTI,1,N,A
3457,0,0 days 03:07:17.194668596,CTDL,1,N,A
1676,0,0 days 03:07:17.194680104,CSTI,1,N,A
668,0,0 days 03:07:17.194692374,JEFF,1,N,A
3560,0,0 days 03:07:17.194704196,SSUS,1,N,A
2975,0,0 days 03:07:17.194716263,XGWD,1,N,A
5580,0,0 days 03:07:17.194727978,STFL,1,N,A
8390,0,0 days 03:07:17.194739774,SUFI,1,N,A
7793,0,0 days 03:07:17.194751098,UBSS,1,N,A
4912,0,0 days 03:07:17.194762044,VALX,1,N,A
4751,0,0 days 03:07:17.194773325,VALX,1,N,A
8543,0,0 days 03:07:17.194784849,WBLR,1,N,A
4620,0,0 days 03:07:17.194796518,CDRG,1,N,A
3966,0,0 days 03:07:17.194809299,CTDL,1,N,A
2645,0,0 days 03:07:17.194820988,KEYB,1,N,A
2646,0,0 days 03:07:17.194832444,LEHM,1,N,A
591,0,0 days 03:07:17.194844886,MAXM,1,N,A
7127,0,0 days 03:07:17.194856998,MLCO,1,N,A
6199,0,0 days 03:07:17.194868442,WSEA,1,N,A
1208,0,0 days 03:07:17.194879787,PIPR,1,N,A
7501,0,0 days 03:07:17.194891822,SOHO,1,N,A
7153,0,0 days 03:07:17.194903685,SPHN,1,N,A
5389,0,0 days 03:07:17.194915362,STFL,1,N,A
8409,0,0 days 03:07:17.194926645,SUFI,1,N,A
2774,0,0 days 03:07:17.194938215,SUFI,1,N,A
8812,0,0 days 03:07:17.194949596,CANT,1,N,A
1897,0,0 days 03:07:17.194961357,COWN,1,N,A
5146,0,0 days 03:07:17.194972325,CSTI,1,N,A
1667,0,0 days 03:07:17.194984365,GSCO,1,N,A
5940,0,0 days 03:07:17.194997113,GTSM,1,N,A
3403,0,0 days 03:07:17.195008905,RILY,1,N,A
5156,0,0 days 03:07:17.195021175,SPHN,1,N,A
3370,0,0 days 03:07:17.195032540,SSUS,1,N,A
3758,0,0 days 03:07:17.195044163,STFL,1,N,A
6145,0,0 days 03:07:17.195055949,STFL,1,N,A
8082,0,0 days 03:07:17.195067331,SUFI,1,N,A
837,0,0 days 03:07:17.195079675,VNDM,1,N,A
5607,0,0 days 03:07:17.195091050,CSTI,1,N,A
1247,0,0 days 03:07:17.195102504,GSCO,1,N,A
2514,0,0 days 03:07:17.195114109,INTL,1,N,A
4303,0,0 days 03:07:17.195125666,LEHM,1,N,A
8257,0,0 days 03:07:17.195137668,LEHM,1,N,A
8300,0,0 days 03:07:17.195149419,JSSF,1,N,A
5010,0,0 days 03:07:17.195161152,UBSS,1,N,A
1233,0,0 days 03:07:17.195173165,VALX,1,N,A
6718,0,0 days 03:07:17.195185902,WBLR,1,N,A
1930,0,0 days 03:07:17.195197343,XGWD,1,N,A
3332,0,0 days 03:07:17.195209113,XGWD,1,N,A
4961,0,0 days 03:07:17.195221261,KEYB,1,N,A
8117,0,0 days 03:07:17.195233123,CTDL,1,N,A
4758,0,0 days 03:07:17.195244894,NITE,1,N,A
8491,0,0 days 03:07:17.195256009,RAJA,1,N,A
5162,0,0 days 03:07:17.195267537,SSUS,1,N,A
8702,0,0 days 03:07:17.195279168,SUFI,1,N,A
3455,0,0 days 03:07:17.195290667,BKCM,1,N,A
8562,0,0 days 03:07:17.195302437,CANT,1,N,A
8232,0,0 days 03:07:17.195314982,CDRG,1,N,A
6854,0,0 days 03:07:17.195327216,CSTI,1,N,A
37,0,0 days 03:07:17.195338929,ETMM,1,N,A
8493,0,0 days 03:07:17.195350433,ETMM,1,N,A
1204,0,0 days 03:07:17.195361786,KEYB,1,N,A
2778,0,0 days 03:07:17.195374340,SUFI,1,N,A
5152,0,0 days 03:07:17.195386471,UBSS,1,N,A
7235,0,0 days 03:07:17.195398231,VERT,1,N,A
1953,0,0 days 03:07:17.195410499,WCHV,1,N,A
5403,0,0 days 03:07:17.195421736,CDRG,1,N,A
1936,0,0 days 03:07:17.195432691,KEYB,1,N,A
453,0,0 days 03:07:17.195444230,KEYB,1,N,A
2958,0,0 days 03:07:17.195456268,LEHM,1,N,A
3038,0,0 days 03:07:17.195467797,CTDL,1,N,A
3704,0,0 days 03:07:17.195479560,SOHO,1,N,A
2436,0,0 days 03:07:17.195491035,CANT,1,N,A
7578,0,0 days 03:07:17.195503398,CDRG,1,N,A
5495,0,0 days 03:07:17.195515178,COWN,1,N,A
8045,0,0 days 03:07:17.195526697,BARD,1,N,A
1229,0,0 days 03:07:17.195538464,MLCO,1,N,A
4056,0,0 days 03:07:17.195550256,MAXM,1,N,A
1686,0,0 days 03:07:17.195563017,UBSS,1,N,A
3362,0,0 days 03:07:17.195575597,UBSS,1,N,A
2761,0,0 days 03:07:17.195587116,VALX,1,N,A
5681,0,0 days 03:07:17.195598945,CDRG,1,N,A
2805,0,0 days 03:07:17.195610741,CTDL,1,N,A
6316,0,0 days 03:07:17.195621884,CSTI,1,N,A
496,0,0 days 03:07:17.195633925,CSTI,1,N,A
2210,0,0 days 03:07:17.195644714,KEYB,1,N,A
8456,0,0 days 03:07:17.195655987,OTAA,1,N,A
5246,0,0 days 03:07:17.195667237,WSEA,1,N,A
