date,WALGREENS BOOTS ALLIANCE INC_original,SPDR GOLD SHARES_original,WALGREENS BOOTS ALLIANCE INC_smoothed,SPDR GOLD SHARES_smoothed,Estimated_WALGREENS BOOTS ALLIANCE INC_original,Estimated_WALGREENS BOOTS ALLIANCE INC_smoothed,spread_original,spread_smoothed,z_score,hedge_ratio,intercept,side
2017-08-03,66.9331,120.59,66.26520538398867,120.00578587246997,66.57327111029576,66.25382421212495,0.35982888970422944,0.011381171863715123,0.5213609470299345,-0.546797626276819,-0.6349453575741564,
2017-08-04,66.9428,119.65,66.40072430719094,119.93462869797598,66.22425416635802,66.38028087576444,0.7185458336419833,0.020443431426500625,0.8359858538724181,-0.5481763101048275,-0.6349586623154119,
2017-08-07,67.3155,119.51,66.58367944575275,119.84970295838079,66.36929920341413,66.55614669125083,0.9462007965858674,0.027532754501916612,1.5291064484638583,-0.5500319712472416,-0.6349783196562868,
2017-08-08,66.9592,119.86,66.6587835566022,119.85176236670463,66.65214160055058,66.64760443110879,0.30705839944942104,0.011179125493417152,-1.0137911450783952,-0.5507855568591762,-0.6349847554097142,
2017-08-09,67.1262,121.31,66.75226684528177,120.14340989336371,67.40046188160954,66.75840479142883,-0.27426188160955367,-0.006137946147070084,-1.720318862236338,-0.5503707656427851,-0.6349843014832921,
2017-08-10,65.8625,122.21,66.57431347622541,120.55672791469097,67.5240734981463,66.61918969008379,-1.6615734981462975,-0.04487621385837426,-1.8406925881787792,-0.5473290307767941,-0.6349926469142997,
2017-08-11,66.6627,122.79,66.59199078098032,121.00338233175277,67.59572664292227,66.62143544457564,-0.9330266429222743,-0.029444663595316167,-0.899462584301646,-0.5453271931999094,-0.6350005899053909,
2017-08-14,67.3309,121.92,66.73977262478427,121.18670586540222,67.13777045194344,66.73778611109925,0.1931295480565618,0.0019865136850123477,0.32361320241987124,-0.545462348561643,-0.6350009153079261,
2017-08-15,67.0017,120.98,66.79215809982742,121.14536469232178,66.69353681747326,66.7838306565832,0.308163182526737,0.008327443244208643,0.8059277943554276,-0.5460285254499856,-0.6350058085340076,
2017-08-16,67.4419,121.87,66.92210647986194,121.29029175385742,67.23250728128166,66.91571791892672,0.20939271871835174,0.006388560935224774,0.7839643571643277,-0.5464634399508095,-0.6350078544764948,
2017-08-17,67.1359,122.49,66.96486518388956,121.53023340308593,67.49759028063285,66.97369058021752,-0.36169028063283803,-0.008825396327959534,0.10400519120541186,-0.545861568947928,-0.6350067002011411,
2017-08-18,66.4224,122.3,66.85637214711164,121.68418672246874,67.21324857780017,66.8780092585776,-0.7908485778001727,-0.021637111465960257,-0.9256954059288456,-0.5443846884343063,-0.6350011822845084,
2017-08-21,66.8935,122.76,66.86379771768931,121.89934937797499,67.3455671794308,66.8778701110342,-0.452067179430793,-0.014072393344883971,-0.7812258886271937,-0.5434226809668132,-0.6349988639447958,
2017-08-22,67.4506,122.21,66.98115817415145,121.96147950237999,67.10889175313525,66.97371358297679,0.3417082468647389,0.007444591174658899,0.8692183494925836,-0.5439316734555699,-0.6350019401300547,
2017-08-23,67.5249,122.67,67.08990653932116,122.10318360190399,67.39419798983832,67.08572642937453,0.1307020101616907,0.004180109946637645,0.7066795363441535,-0.5442177775730833,-0.6350032149481784,
2017-08-24,66.8115,122.29,67.03422523145693,122.14054688152319,67.12315578670741,67.04189924665988,-0.3116557867074208,-0.007674015202953077,-0.08297557926295052,-0.5436925028776683,-0.6349996097973489,
2017-08-25,67.3329,122.74,67.09396018516554,122.26043750521855,67.35604823438126,67.09535968325021,-0.023148234381262345,-0.0013994980846612215,0.37159707588829016,-0.5435966197687089,-0.6349991239699286,
2017-08-28,67.357,124.69,67.14656814813243,122.74635000417484,68.22266694436874,67.16912008717114,-0.8656669443687353,-0.022551939038701008,-1.4834430927732438,-0.5420455634813627,-0.6350056338776202,
2017-08-29,67.5742,124.42,67.23209451850595,123.08108000333988,67.969191601062,67.24458875262539,-0.3949916010619873,-0.012494234119442615,-0.6344056895883949,-0.5411845743166752,-0.6350068645812555,
2017-08-30,67.8735,124.36,67.36037561480475,123.3368640026719,67.91629298139074,67.36275562284433,-0.04279298139072718,-0.0023800080395747214,0.49249966040756243,-0.5410203140070894,-0.6350067314690991,
2017-08-31,67.6408,125.82,67.41646049184381,123.83349120213752,68.51055947565378,67.43890657732838,-0.8697594756537805,-0.022446085484575384,-1.1641445276881615,-0.5394654680002027,-0.6350142918682886,
2017-09-01,67.4081,126.06,67.41478839347505,124.27879296171002,68.39973435073762,67.44223012926386,-0.9916343507376174,-0.027441735788817367,-1.138841864644592,-0.5375591949114426,-0.6350222402011715,
2017-09-05,67.607,127.46,67.45323071478003,124.91503436936802,68.84932081197496,67.48730141172507,-1.2423208119749662,-0.034070696945039725,-1.2306733655189437,-0.53518184444466,-0.6350429190586087,
2017-09-06,67.8571,126.81,67.53400457182403,125.29402749549442,68.35962633752622,67.55000090230021,-0.5025263375262163,-0.015996330476180987,0.2781988351626087,-0.5340634034058934,-0.6350461516248735,
2017-09-07,67.6891,128.13,67.56502365745922,125.86122199639553,68.8013063503499,67.59429721882185,-1.1122063503499096,-0.02927356136263104,-0.6439644916545915,-0.5320084775198166,-0.635060125735807,
2017-09-08,67.5491,127.97,67.56183892596738,126.28297759711643,68.4822433795937,67.58781728910112,-0.9331433795936989,-0.0259783631337428,-0.017911456545732417,-0.530180327756025,-0.6350668366551816,
2017-09-11,68.2896,126.19,67.70739114077391,126.26438207769314,67.65478410889354,67.69428854921613,0.6348158911064529,0.013102591557779264,1.9162782436775794,-0.5311015979622565,-0.635073462036391,
2017-09-12,68.6679,126.56,67.89949291261912,126.32350566215452,68.0078087196339,67.88191374069585,0.660091280366099,0.017579171923269188,1.3422718014333581,-0.5323382372913056,-0.6350814080462654,
2017-09-13,68.6592,125.61,68.0514343300953,126.18080452972362,67.72169362615844,68.02655256220507,0.9375063738415518,0.024881767890229667,1.1523828166831804,-0.534086399409333,-0.635100996352128,
2017-09-14,68.0646,126.16,68.05406746407624,126.17664362377889,68.04216110335568,68.05105376124251,0.022438896644322415,0.0030137028337317018,0.107058367245659,-0.5342981795887533,-0.635102766438573,
2017-09-15,68.4701,125.53,68.137273971261,126.0473148990231,67.84453108620554,68.12150417840311,0.6255689137944677,0.015769792857881826,0.4252943904429157,-0.5354052100966054,-0.635115062778666,
2017-09-18,68.5521,124.36,68.22023917700879,125.70985191921848,67.46632619242857,68.19173785354772,1.0857738075714298,0.028501323461073258,1.2592056073144577,-0.5374009184201045,-0.6351479777043761,
2017-09-19,67.4004,124.62,68.05627134160703,125.49188153537479,67.5897103481426,68.05814597854418,-0.18931034814259662,-0.0018746369371440696,-1.3816028604201371,-0.5372698140696548,-0.6351461187822152,
2017-09-20,65.4337,123.62,67.53175707328562,125.11750522829983,66.76411937993122,67.56519158163185,-1.3304193799312092,-0.033434508346226965,-1.740893805778126,-0.5349378329784724,-0.6351044671324447,
2017-09-21,64.9018,122.68,67.00576565862849,124.63000418263987,65.9977231526204,67.03666567364512,-1.0959231526204045,-0.030900015016630755,-1.1167211539701614,-0.5327898936187091,-0.6350590034771566,
2017-09-22,65.0765,123.24,66.6199125269028,124.35200334611189,66.05748961410129,66.64780117680708,-0.9809896141012857,-0.02788864990427986,-0.7400866844794913,-0.5308541244680597,-0.6350273146576157,
2017-09-25,65.5323,124.53,66.40239002152224,124.38760267688951,66.50512594772631,66.42980491753379,-0.97282594772631,-0.027414896011553114,-0.4883018499626978,-0.5289497621671192,-0.635012065054969,
2017-09-26,65.6317,123.14,66.2482520172178,124.13808214151162,65.72583391933915,66.25341222041777,-0.09413391933915283,-0.005160203199973568,1.1525331110753916,-0.5285920658590276,-0.6350069294584799,
2017-09-27,64.8439,121.98,65.96738161377424,123.7064657132093,65.06156985748082,65.97344283813462,-0.21766985748081003,-0.0060612243603757054,1.2362950563938608,-0.5281732348792119,-0.6349986669145509,
2017-09-28,64.337,122.21,65.64130529101939,123.40717257056744,65.02879715388106,65.65960081107575,-0.6917971538810515,-0.018295520056352155,0.08691109013133339,-0.5269112179004357,-0.6349772142688119,
2017-09-29,64.0889,121.58,65.33082423281552,123.04173805645395,64.57645423762563,65.34521322042593,-0.4875542376256258,-0.01438898761041918,0.2158769330228001,-0.5259211658381868,-0.6349588950188713,
